City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
690,Axim,GH,4.8699,-2.2405,79.52,81,55,7.45,broken clouds
691,Nome,US,64.5011,-165.4064,35.67,93,90,16.11,mist
692,Dunedin,NZ,-45.8742,170.5036,49.8,66,100,1.36,light rain
693,Nueva Germania,PY,-23.9,-56.5667,83.97,28,67,4.38,moderate rain
694,Port Hardy,CA,50.6996,-127.4199,51.98,82,75,4.61,light rain
695,Port Moresby,PG,-9.4431,147.1797,74.62,94,75,8.05,haze
696,Raiganj,IN,25.6167,88.1167,84.97,71,2,7.99,clear sky
697,Nouadhibou,MR,20.931,-17.0347,69.78,68,92,18.41,overcast clouds
698,Dukat,RU,62.55,155.55,36.21,92,98,8.05,overcast clouds
699,Havoysund,NO,70.9963,24.6622,41.88,82,31,15.82,scattered clouds
700,Matelandia,BR,-25.2408,-53.9964,80.96,46,76,5.68,broken clouds
